transaction_id,customer_id,transaction_date,transaction_value,channel
773,17,2025-10-23,190.46,Store
774,31,2025-08-29,182.14,Online
775,22,2025-02-21,116.55,Online
776,30,2025-09-22,91.52,Online
777,54,2025-03-13,83.92,Online
778,50,2025-08-07,276.74,Store
779,12,2025-12-17,55.45,Online
780,54,2025-12-14,56.36,Online
781,25,2025-11-15,201.59,Store
782,39,2025-06-30,189.25,Store
783,43,2025-07-24,87.58,Online
784,27,2025-04-20,152.83,Store
785,26,2025-12-03,166.59,Online
786,26,2025-06-24,34.25,Store
787,48,2025-10-09,245.37,Online
788,22,2025-05-12,166.56,Online
789,16,2025-09-28,144.12,Online
790,20,2025-03-23,167.42,Store
791,11,2025-09-25,132.45,Store
792,22,2025-01-17,99.32,Online
793,7,2025-02-08,117.29,Store
794,5,2025-05-09,31.39,Store
795,40,2025-06-25,347.37,Online
796,5,2025-09-17,98.1,Store
797,32,2025-05-12,343.62,Online
798,43,2025-01-07,118.71,Partner
799,40,2025-04-29,66.8,Online
800,25,2025-06-10,240.84,Online
801,11,2025-07-18,140.16,Online
802,52,2025-08-24,426.99,Online
803,46,2025-04-01,65.45,Store
804,34,2025-08-11,247.36,Online
805,5,2025-08-19,255.84,Online
806,2,2025-10-11,175.93,Online
807,18,2025-07-10,257.22,Store
808,9,2025-10-23,99.77,Store
809,48,2025-03-22,55.22,Online
810,12,2025-09-17,71.63,Online
811,16,2025-01-17,112.97,Online
812,54,2025-02-07,181.99,Store
813,46,2025-11-12,58.47,Store
814,13,2025-06-23,83.98,Store
815,22,2025-08-15,62.36,Store
816,29,2025-08-09,203.75,Online
817,37,2025-09-11,341.91,Store
818,52,2025-03-31,47.62,
819,48,2025-03-07,157.74,Online
820,54,2025-01-16,220.64,
821,3,2025-11-12,93.4,Online
822,13,2025-03-23,33.01,Partner
823,31,2025-07-29,239.39,
824,3,2025-06-16,31.1,Store
825,20,2025-03-01,285.45,Store
826,9,2025-06-01,61.3,Store
827,52,2025-01-31,26.86,Partner
828,4,2025-03-06,75.87,Online
829,9,2025-02-20,106.6,Online
830,11,2025-10-28,123.19,Online
831,9,2025-07-27,166.74,Online
832,32,2025-12-04,131.09,Store
833,21,2025-06-09,324.34,Online
834,51,2025-03-15,102.99,Online
835,15,2025-08-11,135.97,Online
836,30,2025-12-06,128.18,Online
837,37,2025-07-14,23.77,Store
838,35,2025-01-07,40.18,Online
839,44,2025-04-21,113.3,Store
840,12,2025-12-04,147.55,Store
841,28,2025-07-09,15.16,Store
842,45,2025-12-14,333.83,Online
843,48,2025-07-05,155.75,Store
844,34,2025-01-05,108.77,Online
845,36,2025-11-15,150.91,Online
846,48,2025-10-06,72.53,Store
847,35,2025-09-19,124.13,Store
848,53,2025-12-21,138.26,Online
849,8,2025-03-13,241.21,Store
850,20,2025-11-27,96.37,Online
851,7,2025-03-26,31.91,Store
852,5,2025-12-21,54.02,Partner
853,26,2025-03-11,90.72,Online
854,13,2025-07-20,35.32,Store
855,23,2025-10-16,49.19,Store
856,25,2025-01-29,54.44,Store
857,35,2025-01-25,86.19,Store
858,53,2025-11-07,154.37,Store
859,47,2025-01-23,83.14,
860,21,2025-08-13,161.51,Store
861,18,2025-12-09,108.84,Online
862,43,2025-08-13,50.62,Partner
863,7,2025-06-25,139.86,Online
864,30,2025-06-02,125.25,Online
865,24,2025-08-21,164.39,Store
866,11,2025-07-28,187.49,Online
867,34,2025-07-03,246.14,Online
868,18,2025-02-26,157.89,Store
869,11,2025-08-30,122.37,Online
870,36,2025-09-28,164.9,Online
871,10,2025-09-16,77.0,Online
872,38,2025-01-28,72.65,Online
873,9,2025-09-14,267.95,Online
874,24,2025-09-24,71.0,Online
875,45,2025-03-08,55.61,Online
876,13,2025-11-06,157.84,Online
877,43,2025-07-11,77.5,Online
878,40,2025-06-22,186.23,Store
879,50,2025-09-21,234.53,Store
880,10,2025-07-06,62.13,Online
881,40,2025-07-18,170.79,Online
882,52,2025-04-24,69.68,Store
883,42,2025-12-05,92.16,Store
884,11,2025-12-20,135.48,Online
885,46,2025-02-17,72.78,Online
886,6,2025-09-25,127.16,Online
887,33,2025-01-09,97.86,Store
888,28,2025-05-15,189.01,Partner
889,30,2025-12-21,189.33,Partner
890,29,2025-03-05,73.06,Online
891,2,2025-05-18,137.6,Online
892,28,2025-03-22,208.34,Online
893,52,2025-09-23,48.51,
894,25,2025-06-19,97.41,Online
895,16,2025-08-05,133.51,Store
896,55,2025-12-11,46.76,Online
897,6,2025-07-10,79.85,Partner
898,27,2025-09-25,303.11,Online
899,29,2025-02-05,70.84,Online
900,27,2025-03-20,77.0,Store
901,51,2025-12-12,156.67,Store
902,24,2025-11-10,42.03,Online
903,54,2025-08-28,98.96,Store
904,4,2025-05-19,56.05,Online
905,41,2025-03-14,127.0,Online
906,33,2025-11-07,4.77,Online
907,14,2025-10-14,115.09,Online
908,13,2025-03-30,136.06,Store
909,40,2025-08-04,81.42,Online
910,36,2025-08-14,85.3,Store
911,34,2025-06-24,74.0,Store
912,3,2025-12-05,98.02,Online
913,33,2025-02-15,270.22,Online
914,54,2025-04-05,192.88,Online
915,1,2025-02-04,97.95,Store
916,26,2025-09-10,79.87,Store
917,28,2025-08-24,181.17,Store
918,50,2025-12-27,121.38,Online
919,16,2025-07-17,45.78,Online
920,27,2025-02-24,89.88,Online
921,40,2025-06-14,252.12,Online
922,4,2025-02-02,152.53,Store
923,45,2025-09-02,80.53,Online
924,46,2025-09-04,29.87,Online
925,40,2025-11-10,126.56,Online
926,36,2025-05-05,109.27,Online
927,42,2025-04-24,95.76,Store
928,43,2025-01-27,182.5,Online
929,50,2025-06-01,153.8,Partner
930,24,2025-06-23,30.84,Store
931,26,2025-10-03,109.7,Store
932,36,2025-10-03,38.26,Store
933,11,2025-02-21,74.95,Store
934,48,2025-04-15,35.77,Store
935,43,2025-07-06,36.93,Online
936,35,2025-05-03,137.33,Online
937,17,2025-01-10,128.21,Store
938,20,2025-11-05,103.99,Online
939,24,2025-09-24,70.06,Online
940,37,2025-07-09,33.44,Store
941,43,2025-04-26,75.21,Online
942,37,2025-11-04,128.6,Online
943,52,2025-01-13,126.59,Store
944,53,2025-06-12,248.79,Online
945,39,2025-10-20,226.34,Store
946,21,2025-12-14,106.94,Online
947,33,2025-04-02,74.62,Store
948,24,2025-08-26,57.21,Store
949,35,2025-03-11,28.87,Online
950,45,2025-02-12,41.99,Online
951,21,2025-05-09,128.73,Online
952,28,2025-11-20,160.93,Online
953,3,2025-09-09,86.26,Online
954,41,2025-06-28,418.04,Partner
955,27,2025-04-14,42.34,Online
956,26,2025-02-21,26.27,Store
957,30,2025-04-09,413.48,Online
958,12,2025-02-25,31.98,Partner
959,33,2025-03-10,85.39,Online
960,41,2025-09-08,61.09,Online
961,20,2025-02-18,135.32,Store
962,8,2025-01-18,80.7,Online
963,22,2025-07-17,161.27,Store
964,11,2025-04-15,184.94,Online
965,21,2025-06-15,28.6,Online
966,35,2025-02-21,55.71,Online
967,7,2025-03-18,170.52,Store
968,42,2025-06-10,209.39,Online
969,13,2025-09-09,119.16,Online
970,50,2025-06-01,142.16,
971,41,2025-07-17,258.93,Online
972,15,2025-07-10,81.45,Online
973,31,2025-04-09,118.25,Partner
974,7,2025-04-13,226.5,Online
975,6,2025-06-05,235.65,Store
976,53,2025-01-12,98.56,Online
977,45,2025-09-08,57.15,Online
978,9,2025-08-13,97.77,Online
979,16,2025-04-22,104.63,Online
980,11,2025-05-17,55.5,Online
981,22,2025-04-30,62.29,
982,17,2025-08-26,235.86,Online
983,19,2025-10-05,146.62,Partner
984,30,2025-02-09,85.7,Online
985,11,2025-05-31,44.59,Online
986,49,2025-01-06,62.87,Online
987,41,2025-06-15,24.29,Online
988,42,2025-04-01,121.32,Store
989,10,2025-05-03,60.19,Online
990,39,2025-06-16,128.0,Store
991,46,2025-04-29,169.37,Online
992,10,2025-05-24,129.29,Online
993,42,2025-10-07,78.08,Partner
994,20,2025-10-23,53.23,Online
995,44,2025-01-03,39.25,Store
996,27,2025-05-18,221.39,Online
997,45,2025-11-06,125.47,Partner
998,9,2025-07-13,81.42,Online
999,22,2025-03-16,154.86,Online
1000,16,2025-08-05,198.99,Store
